,label,message
464,ham,sorry i ll call later ok bye
465,ham,ok i am on the way to railway
466,ham,great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love lt gt times per night
467,ham,they don t put that stuff on the roads to keep it from getting slippery over there
468,ham,when are you going to ride your bike
469,ham,yup no need i ll jus wait e rain stop
470,ham,there are many company tell me the language
471,spam,okmail dear dave this is your final notice to collect your tenerife holiday or cash award call from landline tcs sae
472,ham,how long has it been since you screamed princess
473,ham,nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differ be sure you trust the person you are sending account details to cos
474,spam,want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network by txting moan to msg
475,ham,nice line said by a broken heart plz don t cum more times infront of me other wise once again i ll trust u good
476,ham,ok i m gonna head up to usf in like fifteen minutes
477,ham,love you aathi love u lot
478,ham,tension ah what machi any problem
479,ham,k can i pick up another when you re done
480,ham,when re you guys getting back g said you were thinking about not staying for mcr
481,ham,almost there see u in a sec
482,ham,yo carlos a few friends are already asking me about you you working at all this weekend
483,ham,watching tv lor
484,ham,thank you baby i cant wait to taste the real thing
485,ham,you should change your fb to jaykwon thuglyfe falconerf
486,ham,if we win its really no side for long time
487,spam,free message activate your free text messages by replying to this message with the word free for terms conditions visit www com
488,ham,dear reached railway what happen to you
489,ham,depends on quality if you want the type i sent boye faded glory then about if you want ralphs maybe
490,ham,i think i ve fixed it can you send a test message
491,ham,sorry man my account s dry or i would if you want we could trade back half or i could buy some shit with my credit card
492,spam,congrats year special cinema pass for is yours call now c suprman v etc all free dont miss out
493,ham,sorry in meeting i ll call later
494,ham,what class of lt gt reunion
495,ham,are you free now can i call now
496,ham,got meh when
497,ham,nope think i will go for it on monday sorry i replied so late
498,ham,some of them told accenture is not confirm is it true
499,ham,kate jackson rec center before right
500,ham,dear i have reache room
501,ham,fighting with the world is easy u either win or lose bt fightng with who is close to u is dificult if u lose u lose if u win u still lose
502,ham,when can come out
503,ham,check with nuerologist
504,ham,lolnice i went from a fish to water
505,spam,congratulations in this week s competition draw u have won the prize to claim just call t cs stop sms over only
506,ham,no it s waiting in e car dat s bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat
507,ham,maybe westshore or hyde park village the place near my house
508,ham,you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need
509,ham,what s the significance
510,ham,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply
511,ham,at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try
512,ham,prabha i m soryda realy frm heart i m sory
513,ham,lol ok your forgiven
514,ham,no jst change tat only
515,spam,you are guaranteed the latest nokia phone a ipod player or a prize txt word collect to no ibhltd
516,ham,s no competition for him
517,spam,boltblue tones for reply poly or mono eg cha cha slide yeah slow jamz toxic come with me or stop more tones txt more
518,spam,your credits have been topped up for http www bubbletext com your renewal pin is tgxxrz
519,ham,that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri
520,ham,usually the person is unconscious that s in children but in adults they may just behave abnormally i ll call you now
521,ham,but that s on ebay it might be less elsewhere
522,ham,shall i come to get pickle
523,ham,were gonna go get some tacos
524,ham,that s very rude you on campus
525,spam,urgent your mobile no was awarded a bonus caller prize on this is our attempt to contact you call
526,ham,hi i won t b ard christmas but do enjoy n merry x mas
527,spam,today s offer claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub unsub reply x
528,ham,yes how is a pretty lady like you single
529,spam,you will recieve your tone within the next for terms and conditions please see channel u teletext pg
530,ham,jay says that you re a double faggot
531,spam,private your account statement for shows un redeemed s i m points call identifier code expires
532,ham,what today sunday sunday is holiday so no work
533,ham,gudnite tc practice going on
534,ham,i ll be late
535,ham,i ve not called you in a while this is hoping it was malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day
